,Join
2498,97519
2499,98848
2500,94152
2501,93903
2502,98763
2503,92170
2504,103502
2505,97598
2506,103757
2507,103093
2508,102386
2509,101348
2510,91733
2511,94456
2512,94455
2513,96016
2514,103376
2515,104131
2516,105207
2517,114004
2518,114196
2519,118211
2520,117744
2521,91906
2522,102665
2523,101414
2524,92042
2525,99194
2526,100603
2527,96017
2528,95139
2529,96219
2530,98781
2531,94445
2532,91710
2533,92717
2534,94444
2535,94204
2536,96218
2537,97217
2538,98898
2539,97803
2540,99199
2541,98140
2542,99213
2543,99246
2544,100526
2545,99162
2546,103148
2547,103935
2548,92023
2549,96350
2550,99351
2551,95539
2552,99195
2553,97387
2554,92443
2555,97429
2556,95470
2557,92043
2558,99185
2559,92098
2560,97407
2561,99967
2562,99262
2563,100916
2564,100993
2565,92268
2566,95165
2567,80141
2568,99193
2569,80142
2570,99242
2571,98179
2572,100927
2573,95956
2574,94559
2575,101357
2576,99986
2577,102750
2578,103482
2579,80143
2580,102925
2581,80144
2582,80146
2583,80147
2584,92116
2585,99778
2586,104577
2587,135108
2588,114009
2589,114011
2590,112482
2591,112483
2592,135109
2593,112485
2594,99944
2595,94557
2596,103480
2597,105310
2598,104634
2599,99943
2600,94547
2601,97815
2602,92798
2603,102738
2604,105296
2605,105521
2606,105895
2607,105896
2608,105899
2609,108516
2610,108519
2611,108520
2612,112491
2613,112493
2614,112494
2615,95387
2616,109282
2617,112495
2618,112496
2619,92407
2620,112498
2621,99868
2622,112500
2623,97400
2624,97418
2625,93873
2626,92111
2627,98105
2628,98103
2629,96292
2630,99903
2631,104480
2632,104509
2633,96051
2634,103443
2635,103947
2636,99899
2637,105271
2638,93899
2639,94200
2640,99898
2641,102214
2642,103436
2643,97427
2644,103435
2645,92783
2646,102771
2647,105259
2648,102669
2649,99209
2650,95533
2651,92778
2652,98092
2653,103432
2654,96279
2655,94512
2656,94511
2657,102237
2658,96278
2659,103433
2660,94510
2661,105254
2662,112509
2663,94509
2664,112511
2665,94508
2666,112514
2667,114040
2668,114041
2669,118235
2670,105236
2671,100413
2672,114042
2673,105086
2674,114045
2675,114048
2676,135134
2677,100325
2678,176065
2679,148777
2680,135160
2681,17875
2682,2316
2683,15301
2684,12750
2685,103883
2686,103895
2687,21739
2688,21741
2689,94980
2690,98521
2691,102110
2692,103869
2693,21737
2694,91485
2695,93245
2696,96746
2697,98552
2698,102170
2699,103885
2700,102187
2701,100893
2702,100265
2703,99168
2704,102079
2705,93184
2706,98511
2707,94904
2708,96720
2709,103809
2710,92093
2711,100988
2712,91469
2713,91462
2714,94918
2715,97341
2716,93784
2717,99257
2718,93817
2719,98577
2720,100926
2721,100998
2722,102326
2723,103890
2724,103936
2725,103819
2726,94884
2727,91432
2728,103844
2729,103861
2730,94427
2731,96775
2732,100350
2733,96772
2734,93243
2735,103860
2736,108525
2737,118248
2738,118249
2739,103009
2740,98629
2741,92333
2742,118251
2743,104627
2744,118252
2745,91417
2746,96765
2747,100335
2748,103177
2749,93957
2750,102834
2751,108528
2752,96760
2753,96759
2754,98553
2755,99605
2756,96778
2757,93250
2758,95409
2759,102180
2760,96802
2761,93276
2762,93684
2763,96696
2764,93917
2765,100798
2766,102125
2767,102119
2768,91428
2769,96728
2770,97271
2771,91957
2772,98532
2773,102624
2774,102625
2775,98566
2776,93255
2777,102188
2778,98606
2779,91499
2780,98630
2781,91520
2782,94546
2783,100282
2784,100281
2785,96699
2786,93193
2787,10381
2788,91433
2789,100304
2790,100334
2791,100390
2792,103871
2793,98618
2794,112191
2795,93222
2796,93223
2797,112518
2798,100349
2799,100345
2800,112520
2801,100356
2802,113470
2803,94975
2804,106539
2805,93159
2806,92787
2807,100279
2808,101720
2809,98520
2810,93225
2811,99901
2812,96283
2813,100333
2814,93192
2815,106046
2816,106541
2817,94917
2818,106538
2819,106543
2820,93265
2821,103915
2822,102191
2823,91500
2824,101709
2825,102080
2826,103810
2827,93175
2828,91429
2829,91835
2830,94505
2831,100305
2832,99892
2833,93627
2834,103431
2835,104270
2836,93636
2837,97157
2838,105457
2839,113480
2840,117866
2841,117867
2842,103940
2843,113482
2844,91894
2845,117868
2846,98587
2847,94964
2848,93286
2849,100391
2850,101892
2851,96808
2852,96809
2853,94312
2854,113481
2855,94885
2856,103824
2857,103837
2858,100294
2859,105455
2860,113490
2861,114220
2862,103834
2863,92913
2864,91834
2865,91833
2866,102532
2867,95332
2868,102533
2869,113483
2870,97154
2871,97153
2872,93659
2873,91892
2874,93263
2875,98588
2876,96806
2877,94984
2878,113484
2879,103821
2880,114223
2881,103822
2882,114225
2883,102536
2884,114227
2885,91893
2886,97184
2887,103902
2888,91490
2889,98621
2890,91505
2891,96692
2892,91410
2893,102126
2894,91438
2895,93176
2896,100284
2897,95311
2898,91836
2899,104293
2900,100738
2901,97156
2902,97155
2903,99040
2904,95359
2905,99295
2906,113485
2907,98148
2908,113486
2909,113492
2910,114232
2911,118315
2912,91442
2913,100306
2914,97131
2915,91844
2916,104284
2917,97138
2918,99020
2919,102543
2920,94951
2921,113487
2922,96798
2923,114234
2924,96811
2925,113488
2926,114238
2927,99942
2928,94556
2929,113489
2930,93262
2931,96791
2932,102181
2933,96804
2934,94982
2935,91508
2936,103870
2937,98500
2938,91440
2939,113498
2940,100708
2941,99561
2942,97147
2943,114240
2944,113499
2945,114242
2946,102083
2947,100267
2948,103812
2949,96704
2950,118321
2951,100293
2952,93186
2953,94906
2954,118322
2955,97123
2956,96723
2957,104275
2958,100709
2959,100711
2960,91859
2961,102522
2962,91865
2963,99018
2964,99038
2965,100764
2966,2420
2967,95323
2968,113495
2969,93756
2970,114244
2971,105814
2972,114245
2973,105861
2974,118306
2975,102565
2976,95374
2977,114248
2978,118307
2979,118309
2980,100647
2981,93565
2982,114249
2983,118310
2984,96217
2985,118323
2986,96320
2987,114252
2988,118324
2989,97313
2990,118325
2991,114253
2992,97203
2993,104336
2994,114254
2995,91784
2996,118326
2997,118327
2998,91853
2999,114255
3000,92168
3001,118328
3002,94000
3003,104715
3004,104244
3005,97099
3006,91839
3007,92719
3008,102527
3009,93665
3010,91898
3011,102474
3012,93571
3013,104226
3014,100670
3015,104248
3016,93600
3017,101138
3018,97160
3019,91887
3020,95353
3021,104318
3022,100756
3023,93672
3024,95379
3025,100638
3026,102884
3027,100680
3028,98947
3029,98970
3030,91838
3031,100730
3032,102526
3033,102538
3034,93637
3035,97168
3036,99023
3037,113496
3038,102504
3039,97112
3040,97134
3041,95321
3042,95334
3043,113497
3044,100755
3045,99029
3046,104344
3047,12938
3048,97075
3049,10432
3050,118330
3051,118331
3052,118332
3053,95296
3054,20676
3055,99045
3056,99047
3057,98919
3058,100648
3059,91797
3060,100657
3061,109283
3062,98961
3063,95320
3064,109284
3065,104285
3066,109285
3067,109286
3068,97161
3069,95350
3070,98918
3071,91808
3072,109287
3073,91809
3074,93614
3075,98990
3076,100727
3077,104295
3078,93630
3079,93645
3080,91877
3081,109316
3082,100870
3083,105264
3084,109318
3085,118504
3086,117427
3087,118505
3088,117428
3089,97560
3090,31526
3091,101753
3092,103471
3093,92797
3094,96311
3095,98944
3096,93604
3097,93603
3098,117432
3099,91856
3100,104329
3101,117433
3102,91904
3103,95375
3104,91785
3105,91786
3106,94484
3107,97118
3108,98091
3109,97135
3110,97090
3111,95284
3112,93588
3113,91805
3114,97115
3115,95309
3116,98976
3117,98975
3118,95354
3119,91889
3120,93660
3121,99848
3122,96281
3123,99897
3124,118341
3125,118342
3126,95286
3127,99890
3128,97101
3129,97102
3130,93667
3131,92776
3132,93666
3133,93566
3134,92108
3135,93572
3136,93582
3137,93774
3138,92048
3139,93609
3140,94503
3141,95297
3142,95315
3143,95508
3144,98974
3145,100707
3146,102672
3147,113506
3148,118356
3149,118357
3150,104253
3151,97104
3152,95314
3153,93798
3154,97136
3155,100713
3156,100896
3157,102554
3158,99051
3159,95537
3160,102577
3161,54011
3162,99239
3163,65551
3164,99253
3165,100677
3166,104223
3167,117446
3168,113507
3169,117447
3170,93808
3171,93807
3172,104534
3173,99204
3174,102731
3175,95546
3176,104573
3177,100974
3178,101005
3179,95502
3180,99003
3181,99928
3182,104289
3183,97854
3184,95339
3185,99269
3186,102768
3187,92031
3188,92029
3189,5022
3190,12878
3191,15287
3192,15286
3193,20036
3194,23966
3195,95513
3196,97164
3197,100732
3198,97772
3199,101647
3200,104503
3201,100908
3202,97108
3203,94447
3204,108534
3205,108536
3206,118365
3207,118366
3208,99008
3209,95335
3210,102555
3211,17779
3212,100772
3213,97208
3214,102579
3215,95275
3216,95276
3217,93625
3218,100902
3219,104286
3220,92034
3221,104300
3222,104315
3223,12950
3224,5102
3225,95346
3226,95362
3227,95573
3228,99024
3229,99025
3230,101779
3231,92828
3232,92072
3233,96349
3234,97391
3235,93857
3236,98912
3237,92109
3238,94570
3239,95576
3240,99042
3241,99206
3242,93593
3243,92091
3244,93859
3245,97428
3246,92038
3247,95495
3248,98147
3249,93822
3250,102720
3251,102763
3252,97373
3253,97143
3254,93830
3255,100739
3256,92082
3257,97150
3258,99228
3259,99241
3260,100978
3261,92809
3262,97419
3263,91825
3264,93783
3265,94558
3266,96328
3267,95347
3268,97172
3269,97356
3270,96327
3271,92808
3272,93668
3273,95377
3274,97366
3275,97443
3276,102466
3277,93777
3278,102705
3279,97350
3280,100752
3281,100923
3282,97380
3283,99053
3284,97201
3285,102462
3286,98911
3287,100678
3288,102556
3289,97420
3290,98931
3291,102482
3292,93606
3293,109323
3294,109324
3295,113595
3296,93825
3297,99900
3298,93836
3299,96288
3300,101718
3301,93892
3302,105266
3303,96287
3304,92054
3305,100891
3306,99278
3307,92141
3308,109325
3309,92781
3310,127242
3311,99180
3312,101705
3313,98081
3314,96275
3315,113513
3316,93901
3317,98979
3318,99187
3319,103371
3320,118374
3321,118381
3322,113515
3323,118382
3324,118383
3325,100933
3326,100735
3327,104290
3328,100736
3329,91870
3330,95341
3331,118385
3332,104323
3333,118386
3334,97193
3335,97195
3336,57784
3337,104476
3338,118387
3339,92203
3340,99169
3341,103814
3342,102839
3343,95505
3344,95378
3345,94182
3346,92463
3347,98013
3348,98014
3349,95547
3350,91801
3351,97315
3352,99235
3353,99251
3354,95742
3355,92123
3356,99104
3357,100820
3358,104529
3359,95393
3360,98981
3361,99230
3362,93849
3363,95330
3364,97166
3365,97827
3366,99086
3367,97095
3368,102468
3369,102470
3370,91928
3371,101056
3372,104397
3373,102502
3374,109326
3375,97120
3376,101055
3377,99035
3378,102507
3379,93669
3380,95279
3381,93569
3382,98953
3383,95293
3384,100718
3385,98996
3386,93641
3387,104308
3388,91882
3389,104635
3390,97196
3391,100808
3392,113520
3393,97005
3394,91843
3395,95329
3396,100734
3397,95344
3398,95343
3399,91782
3400,100636
3401,98933
3402,95306
3403,95307
3404,5032
3405,192551
3406,2457
3407,14990
3408,10356
3409,100955
3410,100980
3411,167842
3412,97433
3413,91938
3414,95411
3415,97456
3416,92122
3417,101013
3418,102781
3419,95578
3420,101017
3421,106551
3422,104613
3423,101704
3424,92775
3425,92779
3426,9414
3427,99896
3428,97019
3429,97396
3430,100872
3431,101016
3432,106556
3433,115392
3434,185585
3435,106557
3436,106560
3437,100578
3438,93526
3439,102434
3440,97071
3441,98901
3442,95160
3443,185586
3444,104163
3445,91741
3446,91755
3447,95233
3448,98793
3449,91697
3450,91712
3451,99122
3452,97018
3453,94454
3454,96225
3455,98835
3456,92722
3457,98879
3458,98905
3459,91692
3460,92721
3461,98804
3462,99839
3463,100628
3464,101651
3465,102357
3466,99128
3467,104127
3468,104445
3469,106566
3470,185590
3471,106567
3472,92815
3473,95392
3474,92611
3475,99727
3476,101768
3477,106568
3478,91926
3479,185591
3480,99822
3481,93767
3482,106569
3483,100890
3484,185593
3485,100885
3486,185594
3487,185596
3488,91920
3489,185597
3490,103331
3491,169138
3492,185600
3493,99700
3494,97045
3495,103132
3496,92473
3497,99085
3498,99623
3499,93685
3500,98830
3501,99079
3502,102661
3503,94019
3504,101675
3505,102915
3506,95192
3507,91736
3508,101497
3509,13565
3510,18810
3511,575
3512,94426
3513,8875
3514,102439
3515,92891
3516,95144
3517,6388
3518,3747
3519,93464
3520,14045
3521,102373
3522,104128
3523,9099
3524,500
3525,11027
3526,8424
3527,16183
3528,18809
3529,8874
3530,8873
3531,115441
3532,118391
3533,118392
3534,117887
3535,118393
3536,8884
3537,14132
3538,8981
3539,8988
3540,19292
3541,16682
3542,1064
3543,117888
3544,109293
3545,109294
3546,118395
3547,118396
3548,18731
3549,5804
3550,11026
3551,103666
3552,16182
3553,14041
3554,114079
3555,16585
3556,6301
3557,16598
3558,6389
3559,19204
3560,20349
3561,9053
3562,12825
3563,96044
3564,18808
3565,92147
3566,102783
3567,92154
3568,14036
3569,6287
3570,14035
3571,6302
3572,92148
3573,92153
3574,97460
3575,502
3576,21703
3577,97461
3578,11107
3579,101018
3580,102784
3581,7360
3582,9979
3583,2062
3584,8882
3585,97462
3586,98876
3587,106577
3588,6295
3589,965
3590,19205
3591,981
3592,93482
3593,95184
3594,106578
3595,91724
3596,113538
3597,106579
3598,19291
3599,106580
3600,118399
3601,118400
3602,118403
3603,118404
3604,118592
3605,112258
3606,118408
3607,113539
3608,29288
3609,112259
3610,19302
3611,112260
3612,112261
3613,97307
3614,1096
3615,97308
3616,80201
3617,1068
3618,17386
3619,118420
3620,118421
3621,118422
3622,29289
3623,29290
3624,6401
3625,29291
3626,102659
3627,9016
3628,113540
3629,113542
3630,118423
3631,118424
3632,118425
3633,160971
3634,29295
3635,29296
3636,29297
3637,29298
3638,29299
3639,95579
3640,101012
3641,118426
3642,118427
3643,140538
3644,105493
3645,118428
3646,29310
3647,104414
3648,29311
3649,104618
3650,101011
3651,29312
3652,29313
3653,112263
3654,93220
3655,102152
3656,98567
3657,100341
3658,103912
3659,115469
3660,94962
3661,91518
3662,102106
3663,94892
3664,100288
3665,29318
3666,29319
3667,91450
3668,94936
3669,93256
3670,103909
3671,94985
3672,112264
3673,102162
3674,94881
3675,98516
3676,112265
3677,98533
3678,103862
3679,100331
3680,91470
3681,96430
3682,93242
3683,112266
3684,94973
3685,112267
3686,93285
3687,112527
3688,112529
3689,112268
3690,112224
3691,106588
3692,94882
3693,112269
3694,103843
3695,91452
3696,98559
3697,98585
3698,106592
3699,103930
3700,102104
3701,112225
3702,96770
3703,94986
3704,100290
3705,100315
3706,102143
3707,100332
3708,93173
3709,115480
3710,96718
3711,100321
3712,112201
3713,25237
3714,97283
3715,97511
3716,112530
3717,91415
3718,96710
3719,91439
3720,97132
3721,118436
3722,112202
3723,95345
3724,118437
3725,118438
3726,102178
3727,103931
3728,102082
3729,100291
